sr. no.,username,user id,name,group,Status
1664,MMKINGHD4K,156004904,KING SKY HD&4K, https://t.me/starsatgroup,20210731
1665,Sepanta116,1821814067,Sepanta, https://t.me/starsatgroup,20210701
1666,mehran_sh1360,1442543879,mehran, https://t.me/starsatgroup,20210701
1667,asm00on99400,239293083,s., https://t.me/starsatgroup,20210731
1668,Salehin2015,114045064,🇸 🇹 🇦 🇱 🇰 🇪 🇷, https://t.me/starsatgroup,20210731
1669,GMS54,121632949,salar, https://t.me/starsatgroup,20210731
1670,sadra340,1057585958,نصاب, https://t.me/starsatgroup,20210731
1671,Sir_DayLewis,114919161,Sir, https://t.me/starsatgroup,20210731
1672,fireston8,847824846,Saman, https://t.me/starsatgroup,20210731
1673,hosein6473,982797162,Sasan, https://t.me/starsatgroup,20210731
1674,Mrasoodeh,631261875,Sina.asoodeh, https://t.me/starsatgroup,20210731
1675,ESTEGHLALYYY,706607864,Skh, https://t.me/starsatgroup,20210731
1676,EsriGIS,77803443,Esri_G.I.S 🌍🌐🗺, https://t.me/starsatgroup,20210731
1677,salimch40,125627619,salim, https://t.me/starsatgroup,20210724
1678,HashemiDemneh,94967894,S.M, https://t.me/starsatgroup,20210731
1679,sinablue,567995796,𝓼𝓲𝓷𝓪 𝓫𝓵𝓾𝓮, https://t.me/starsatgroup,20210731
1680,Satellite_Engineer,259147299,MajiD, https://t.me/starsatgroup,20210731
1681,shghad,669657585,$h@, https://t.me/starsatgroup,20210731
1682,shahinbe66,748013243,Shahin, https://t.me/starsatgroup,20210731
1683,Satellite46,1835564771,Sat, https://t.me/starsatgroup,20210731
1684,Sarab_gam,483154094,خلیل, https://t.me/starsatgroup,20210731
1685,Sameermadfaai,969639614,Sameer, https://t.me/starsatgroup,20210731
1686,saeedcenter2020,844842962,ʂαҽҽԃ, https://t.me/starsatgroup,20210731
1687,Saeedjafari0112,112044830,Saeed, https://t.me/starsatgroup,20210701
1688,Raoofsatellite2000,242957655,ⓢⓗⓐⓗⓘⓝ, https://t.me/starsatgroup,20210731
1689,Biss55,1153703536,Serdar, https://t.me/starsatgroup,20210731
1690,SAEED_SAT,1059315403,📡SAEED_SAT📡, https://t.me/starsatgroup,20210731
1691,brn2009,431798645,sajjad, https://t.me/starsatgroup,20210731
1692,seyedshomali,337460807,👤سید, https://t.me/starsatgroup,20210731
1693,shapoor1366,287572489,فرزاد, https://t.me/starsatgroup,20210731
1694,sat44444,500315055,hamid, https://t.me/starsatgroup,20210731
1695,masoud9713,1800353858,M@soud, https://t.me/starsatgroup,20210731
1696,amlaakmobin,99916928,sajjad gerami, https://t.me/starsatgroup,20210731
1697,Shahi1982az,1396226376,M.a.F, https://t.me/starsatgroup,20210731
1698,Star2222a,102191448,💖ستاره, https://t.me/starsatgroup,20210731
1699,mssaki66,151678051,Mehdi, https://t.me/starsatgroup,20210731
1700,siyavash1360,591546217,siyavash1360, https://t.me/starsatgroup,20210731
1701,frekans2021,540973418,ST, https://t.me/starsatgroup,20210731
1702,Ali8k64546,836806499,@Ali.SIRJAN SAT, https://t.me/starsatgroup,20210731
1703,reza_sadighi,212934689,eshgh, https://t.me/starsatgroup,20210731
1704,Saveed_Messages,100721816,Saveed, https://t.me/starsatgroup,20210731
1705,misfbbi1319,162643570,🌟M.I.S _OIL, https://t.me/starsatgroup,20210731
1706,saeed_shokri_official,758719075,⁪⁬⁮⁮⁮⁮ ⁪⁬⁮⁮⁮⁮ ⁪⁬⁮⁮⁮⁮, https://t.me/starsatgroup,20210731
1707,pinetwork730,1479553277,Sacred, https://t.me/starsatgroup,20210731
1708,Afshinsalari,50533263,Afshin, https://t.me/starsatgroup,20210731
1709,Alisaeifar,117877462,Ali.saeifar, https://t.me/starsatgroup,20210731
1710,SAT_59,262721416,A.F.E.A, https://t.me/starsatgroup,20210731
1711,sam1992s,113230359,"sam,mmdi", https://t.me/starsatgroup,20210731
1712,Shahryar_bss,82157776,Shahryar_bs, https://t.me/starsatgroup,20210731
1713,salisat1,312391376,فقط خودتو پیدا کن واسه بقیه چیزا گوگل هست, https://t.me/starsatgroup,20210701
1714,Naturarte,551319536,Spaceart🍁, https://t.me/starsatgroup,20210731
1715,seyedabassmousavi,65722316,Seyedabass, https://t.me/starsatgroup,20210731
1716,b123sh456,91419967,babak, https://t.me/starsatgroup,20210731
1717,Sahand_EP,266065941,S, https://t.me/starsatgroup,20210731
1718,M_reza_2110,98424098,Mohammad, https://t.me/starsatgroup,20210731
1719,hossein_sat_fk,1651465688,Hossein, https://t.me/starsatgroup,20210731
1720,siyaba,64086555,HamidBa, https://t.me/starsatgroup,20210731
1721,salarkkadkhoda,120593433,E.btehrani, https://t.me/starsatgroup,20210731
1722,Satellite64,70740536,Satellite, https://t.me/starsatgroup,20210731
1723,seyfmohmmdi,143149512,سیف, https://t.me/starsatgroup,20210731
1724,saeed_bbs112,490746576,Saeed, https://t.me/starsatgroup,20210731
1725,Setshop_66,668226437,♪♫•*¨*•.¸¸ 🖤¸¸.•*¨*•♫♪, https://t.me/starsatgroup,20210731
1726,doctor_Sharifi9721,755775703,𝐷𝑂𝐶𝑇𝑂𝑅_𝑆𝐻𝐴𝑅𝐼𝐹𝐼, https://t.me/starsatgroup,20210731
1727,Saeed1116,339130958,<√سعید√>, https://t.me/starsatgroup,20210731
1728,sogolich,91267405,هادی, https://t.me/starsatgroup,20210731
1729,Sfsaaye,136259547,Farhad, https://t.me/starsatgroup,20210724
1730,mosoh,155093423,M, https://t.me/starsatgroup,20210731
1731,MrArminSa,108035856,𝑨𝒓𝒎𝒊𝒏, https://t.me/starsatgroup,20210731
1732,Khalaf_s,172945628,ارسلان, https://t.me/starsatgroup,20210731
1733,SiavashSadr5teamgsm,70958519,Siavash, https://t.me/starsatgroup,20210731
1734,Sani1399,417224819,S2, https://t.me/starsatgroup,20210731
1735,Jalilhosseini,41646773,—(•·÷[ ˙·٠•●♥▂▃▄▅▆▇█▓▒░S.Jalil hosseini░▒▓█▇▆▅▄▃▂♥●•٠·˙]÷·•)—, https://t.me/starsatgroup,20210731
1736,saeed12345123456,947971552,saeed, https://t.me/starsatgroup,20210724
1737,RMSTelecom,281457173,RMS, https://t.me/starsatgroup,20210731
1738,ReZaMk86,111413163,Reza, https://t.me/starsatgroup,20210731
1739,raoofamir,140921450,امیر, https://t.me/starsatgroup,20210731
1740,RetroRetro,174297009,Retro, https://t.me/starsatgroup,20210731
1741,rezamsh1210,10473331,rmsh, https://t.me/starsatgroup,20210731
1742,rose4030,78511675,R., https://t.me/starsatgroup,20210731
1743,mori6977,106315779,ℳ๏̯͡๏ℜፒξŽã, https://t.me/starsatgroup,20210731
1744,HRRamezani777,147291022,H.Ramezani, https://t.me/starsatgroup,20210731
1745,Alireza71998,123479275,Ali, https://t.me/starsatgroup,20210731
1746,Ramin_5291,300759713,R ~A, https://t.me/starsatgroup,20210731
1747,m_reza_ghiasi,155617428,محمدرضااا, https://t.me/starsatgroup,20210731
1748,khoshnoodR,39993389,reza, https://t.me/starsatgroup,20210731
1749,Mahmood597,458468539,M.R.R, https://t.me/starsatgroup,20210701
1750,Deneio_rock,337487825,M, https://t.me/starsatgroup,20210731
1751,pooryarm,98853973,Poorya, https://t.me/starsatgroup,20210731
1752,Redstar007,369332968,Amirooo, https://t.me/starsatgroup,20210731
1753,Raminm69,144251582,R_dayan, https://t.me/starsatgroup,20210731
1754,mhsroot,1442580642,MHS, https://t.me/starsatgroup,20210701
1755,Agha_Reza13577,160275661,Reza, https://t.me/starsatgroup,20210731
1756,Raminbelghadr,110131061,Ramin, https://t.me/starsatgroup,20210731
1757,Mohamadno11,1745817847,мoнαмαd rezα, https://t.me/starsatgroup,20210731
1758,rezayo5216,197326673,ꋪꏂꁴꍏꌩꂦ, https://t.me/starsatgroup,20210731
1759,hamid3074,1076964609,Reza, https://t.me/starsatgroup,20210731
1760,Kafsh2ozak,35582204,A, https://t.me/starsatgroup,20210731
1761,Reza_Raaz,277812976,★➣尺乇乙ﾑ 尺ﾑﾑ乙ツ★, https://t.me/starsatgroup,20210731
1762,rezapg57,428338622,Reza, https://t.me/starsatgroup,20210701
1763,i_am_AsifRaza,968537687,Asif, https://t.me/starsatgroup,20210731
1764,reza240404,131499387,R. Bahmani, https://t.me/starsatgroup,20210731
1765,R7150,210609407,RsD, https://t.me/starsatgroup,20210731
1766,Farzad_nader,740197836,F@rzad, https://t.me/starsatgroup,20210724
1767,onewould,997803977,G.R, https://t.me/starsatgroup,20210731
1768,rezaalber,52752921,Reza, https://t.me/starsatgroup,20210731
1769,Gholomi,133945714,R.G, https://t.me/starsatgroup,20210731
1770,Bakhtiari5350,183698255,Rαdιη, https://t.me/starsatgroup,20210731
1771,Reza_10313,377005308,@Reza_10313, https://t.me/starsatgroup,20210731
1772,raming1352,153618306,رامین, https://t.me/starsatgroup,20210731
1773,R_Parvin,147516997,R., https://t.me/starsatgroup,20210731
1774,r138913891389,348464390,mohamadian, https://t.me/starsatgroup,20210731
1775,MR6173,98160591,Mohammad Reza, https://t.me/starsatgroup,20210731
1776,Rezakrj,567965537,Reza, https://t.me/starsatgroup,20210731
1777,RAMIN_E20,469131259,Ramin, https://t.me/starsatgroup,20210731
1778,rezakhafan5s,45713194,reza, https://t.me/starsatgroup,20210731
1779,Azad9849,459139573,—(•·÷[ RameA]÷·•)—, https://t.me/starsatgroup,20210731
1780,r_marshal,76570002,Reza, https://t.me/starsatgroup,20210731
1781,irani313,297495644,R, https://t.me/starsatgroup,20210731
1782,Rezaamini58,161094722,R.@mini, https://t.me/starsatgroup,20210731
1783,hami6614,172669512,Hamid, https://t.me/starsatgroup,20210731
1784,Arashsa2,396051469,A.R, https://t.me/starsatgroup,20210701
1785,Mohfarah,48753290,Mohammad.Reza, https://t.me/starsatgroup,20210731
1786,reza_behvandi,169851427,reza, https://t.me/starsatgroup,20210731
1787,REZA313FAR,434319774,Rayan South Computer Center, https://t.me/starsatgroup,20210731
1788,Rnegahban,82308665,Rahman, https://t.me/starsatgroup,20210731
1789,Rasoulhn,73125760,rasoul, https://t.me/starsatgroup,20210731
1790,Rabeete,287624415,Nefrin, https://t.me/starsatgroup,20210731
1791,Moh3n670715,598092851,John, https://t.me/starsatgroup,20210731
1792,rnekurad,104086272,Reza, https://t.me/starsatgroup,20210731
1793,Mojtaba_remap,703418676,♛♛mojtaba♛♛, https://t.me/starsatgroup,20210731
1794,Ard_73,296571901,😎 A.R 😎, https://t.me/starsatgroup,20210731
1795,reza_6688,145205136,Reza, https://t.me/starsatgroup,20210731
1796,Rezaamiri4292,104329802,., https://t.me/starsatgroup,20210731
1797,Romaeil,339736291,Romaeil, https://t.me/starsatgroup,20210731
1798,Sky_Racer,508796107,𓅂 𝐒𝐤𝐲 -, https://t.me/starsatgroup,20210731
1799,Pooriargr89,423557257,pooria, https://t.me/starsatgroup,20210731
1800,roknimohammad,205280778,ᎷᎧᏂᏗᎷᎷᏗᎴ, https://t.me/starsatgroup,20210731
1801,Mr61mm,302863190,●▬▬๑▅▆▇█۩۩M.r۩۩█▇▆▅●▬▬๑, https://t.me/starsatgroup,20210731
1802,RaminRahimi8829,90558475,Ramin, https://t.me/starsatgroup,20210731
1803,Ramintps,85968906,Ramin, https://t.me/starsatgroup,20210731
1804,rakmetal,802190666,Metallica, https://t.me/starsatgroup,20210731
1805,Reza_ma2017,263556882,reza, https://t.me/starsatgroup,20210731
1806,Nader1368online,83271822,N, https://t.me/starsatgroup,20210731
1807,NRT63,147096957,Rezatorabi63, https://t.me/starsatgroup,20210731
1808,rnabavian,105787409,reza, https://t.me/starsatgroup,20210731
1809,RAMINN2143,977539992,RAMIN, https://t.me/starsatgroup,20210731
1810,Ghlam16,1014383346,Receiver, https://t.me/starsatgroup,20210701
1811,rezaya_9,131560682,Rezaya, https://t.me/starsatgroup,20210724
1812,RezaaRezaie,53915633,@, https://t.me/starsatgroup,20210701
1813,R_1369,568758728,ЯЄZA, https://t.me/starsatgroup,20210731
1814,E33330,109492357,eHs4n, https://t.me/starsatgroup,20210731
1815,Rahimrad1340,132073761,♪♫•*¨*•.¸¸❤ڔځیݦ صالځی ڔاد ❤¸¸.•*¨*•♫♪, https://t.me/starsatgroup,20210731
1816,Rectator,531571092,m@Soud, https://t.me/starsatgroup,20210731
1817,rahimih,112123028,Kh.....HR, https://t.me/starsatgroup,20210731
1818,Alirezaii1364,982064043,Reza1364, https://t.me/starsatgroup,20210731
1819,Raazeghi,36538913,➻Oُო!ժ❦, https://t.me/starsatgroup,20210731
1820,R1e2a3l4,507394652,ریال, https://t.me/starsatgroup,20210731
1821,ghoghnos158,91987946,M.R.A, https://t.me/starsatgroup,20210731
1822,rezakh3734,369305460,R, https://t.me/starsatgroup,20210724
1823,asadlmk,35901441,Asad, https://t.me/starsatgroup,20210731
1824,Sam5583,118371812,REZA, https://t.me/starsatgroup,20210731
1825,Alirezaarab574,101103384,R.A, https://t.me/starsatgroup,20210731
1826,ALI_KHAZAIE_RAVARI,427139072,Ali, https://t.me/starsatgroup,20210731
1827,Reza600000,84159030,m, https://t.me/starsatgroup,20210731
1828,rezarasooli0,777512521,Reza, https://t.me/starsatgroup,20210731
1829,rahman_rezaei_67,43718315,Rahman, https://t.me/starsatgroup,20210731
1830,ROYAN159357,194312942,Iron, https://t.me/starsatgroup,20210731
1831,Mori99_rosie,138421395,رستم, https://t.me/starsatgroup,20210731
1832,REZA192107,130425912,˙·٠•●♥RezaNoLove♥●•٠·˙, https://t.me/starsatgroup,20210731
1833,rezaahmadzadeh2506,160317145,reza, https://t.me/starsatgroup,20210731
1834,Rasol2133,731690824,Rasol, https://t.me/starsatgroup,20210731
1835,benyamin_rs,431618964,br, https://t.me/starsatgroup,20210731
1836,azadehRAMIN,81957059,R~A, https://t.me/starsatgroup,20210731
1837,Reza5566t,108820618,محمدحسن, https://t.me/starsatgroup,20210731
1838,raminp2661,100951700,Ramin, https://t.me/starsatgroup,20210731
1839,S_rangbar,173942256,rangbar, https://t.me/starsatgroup,20210701
1840,Rm6772,450064350,R, https://t.me/starsatgroup,20210731
1841,mehdi_rn1,90214786,Mehdi, https://t.me/starsatgroup,20210731
1842,cr700900,742706229,◔͜͡◔ rahmantabrze ◔͜͡◔, https://t.me/starsatgroup,20210731
1843,M1366ohamadreza,575876152,Mohammad, https://t.me/starsatgroup,20210724
1844,Sa666666h,956809668,ROHHAM, https://t.me/starsatgroup,20210731
1845,MR13_B,79518689,Mohammad Reza, https://t.me/starsatgroup,20210731
1846,Rezashyzd,176289145,reza, https://t.me/starsatgroup,20210731
1847,HamedRouzbahani,106282375,Hamed, https://t.me/starsatgroup,20210731
1848,Razakjr,14282217,Razak, https://t.me/starsatgroup,20210731
1849,Ali_GhotbiRavandi,66816262,Ali, https://t.me/starsatgroup,20210724
1850,anzera71,82432721,A, https://t.me/starsatgroup,20210731
1851,R2358R,522052696,R, https://t.me/starsatgroup,20210731
1852,Mohsenmq09,926033911,ovid, https://t.me/starsatgroup,20210731
1853,Qqqqq198,1456612501,B, https://t.me/starsatgroup,20210701
1854,Qr1300,46855020,Saman, https://t.me/starsatgroup,20210731
1855,Abd_El_Qader,441651857,AQR, https://t.me/starsatgroup,20210731
1856,skysiroos,212947008,Siroos_, https://t.me/starsatgroup,20210731
1857,FM121,240038187,LIFE QUALITY LIVE, https://t.me/starsatgroup,20210731
1858,qaderi65,619380284,قادری 09304738984, https://t.me/starsatgroup,20210731
1859,Qeydar1981,551236390,سیاوش, https://t.me/starsatgroup,20210731
1860,phantom1400,1090568431,яєᴢα, https://t.me/starsatgroup,20210731
1861,Parspars2500,112032261,عشقممممم فقط خودتzzzzzz, https://t.me/starsatgroup,20210731
1862,Hm_prr,128404211,Hm, https://t.me/starsatgroup,20210731
1863,Benyamin_pourhosseini,170761149,Benyamin, https://t.me/starsatgroup,20210731
1864,Hadikb061,138680437,65743, https://t.me/starsatgroup,20210731
1865,Perspoliss5,85598442,., https://t.me/starsatgroup,20210731
1866,Mahdii_p26,1460658195,Mahdi, https://t.me/starsatgroup,20210731
1867,Pedramaletaha,49946785,پرده گستر ایرانیان, https://t.me/starsatgroup,20210731
1868,Parijoooooonloveme,38225936,nasab mahvareh, https://t.me/starsatgroup,20210724
1869,poor12345,136195517,h, https://t.me/starsatgroup,20210731
1870,pnra61,649926867,Peyman, https://t.me/starsatgroup,20210731
1871,Personalterainer,164866547,Mohamad, https://t.me/starsatgroup,20210731
1872,Peskhal,59351544,Alireza, https://t.me/starsatgroup,20210731
1873,Bmifars,1030703344,Parsa, https://t.me/starsatgroup,20210731
1874,Enduringereleven,1633276839,I Persona, https://t.me/starsatgroup,20210731
1875,AghaJaan,810055436,Agha Jaan, https://t.me/starsatgroup,20210731
1876,Parsa392m,119702408,داود, https://t.me/starsatgroup,20210731
1877,peyman5852,84317780,P, https://t.me/starsatgroup,20210731
1878,Pasific1961,127161400,Pasific, https://t.me/starsatgroup,20210731
1879,parsian2272,47087265,🔆🔅 ♠️♣Arian⭐ 🌟, https://t.me/starsatgroup,20210731
1880,pamrebseledts,1360768158,darya, https://t.me/starsatgroup,20210731
1881,platformiiii,356488065,پلاس, https://t.me/starsatgroup,20210701
1882,ALVAN3316,1566527959,ALI, https://t.me/starsatgroup,20210731
1883,payam361,84913775,Payam, https://t.me/starsatgroup,20210724
1884,Pezhman95943,540496504,Pezhman, https://t.me/starsatgroup,20210731
1885,Fxpro95,862597822,ptrman, https://t.me/starsatgroup,20210731
1886,hashem2019,728566981,PERSPOLICE, https://t.me/starsatgroup,20210731
1887,Hdyhv_knn,1457173192,Meato, https://t.me/starsatgroup,20210731
1888,jawadbaiany,111331069,♪♫🎶🎹pɛʝvÅKℳüsic 🎹🎶♫♪, https://t.me/starsatgroup,20210701
1889,Prsiriririr,71907204,ALI, https://t.me/starsatgroup,20210731
1890,Mamad_Programmer,1344635404,𝓜𝓸𝓱𝓪𝓶𝓶𝓪𝓭.✞𝓚𝓲𝓷𝓰𝓪𝓶, https://t.me/starsatgroup,20210731
1891,jaberkeshavarzz,403076503,PáYâM, https://t.me/starsatgroup,20210731
1892,EmpirE_Poya,361993602,——––––•(-•ḁṧṧḁṧṧḯṅ•-)•––––——, https://t.me/starsatgroup,20210731
1893,Pb120,144385066,بهاءالدین, https://t.me/starsatgroup,20210701
1894,Hosseinpourzad,110265732,Hossein, https://t.me/starsatgroup,20210731
1895,Purya_pro,400639914,Pury, https://t.me/starsatgroup,20210731
1896,amissip,696962995,Inno, https://t.me/starsatgroup,20210731
1897,LAPTOP_Pedi,60267953,ஜ۩۩ஜ ڀدڔاݦ ஜ۩۩ஜ, https://t.me/starsatgroup,20210731
1898,Predator1163,543393469,Predator, https://t.me/starsatgroup,20210701
1899,PouYa_shamsii,594339877,Pouya, https://t.me/starsatgroup,20210731
1900,born2winx,1768713821,Gabriel, https://t.me/starsatgroup,20210701
1901,private_82,301218873,Stifler, https://t.me/starsatgroup,20210731
1902,Mahvare_bartar,434418823,parand_mohamad, https://t.me/starsatgroup,20210731
1903,My_parseh,127807680,My _ Parseh, https://t.me/starsatgroup,20210731
1904,Paydar97a,129107141,یاصاحب الزمان, https://t.me/starsatgroup,20210731
1905,powersz,427285022,Powersi, https://t.me/starsatgroup,20210724
1906,Pr3_a,1691261522,Parsa, https://t.me/starsatgroup,20210731
1907,parandemohajer1364,440307806,Parendey, https://t.me/starsatgroup,20210731
1908,premiumhd,151169492,Premium, https://t.me/starsatgroup,20210731
1909,Pink2Noise,223322071,Hossein, https://t.me/starsatgroup,20210731
1910,JodaAdamPurba,345840069,Joda Adam, https://t.me/starsatgroup,20210731
1911,Peruze1234,112582267,peruze, https://t.me/starsatgroup,20210731
1912,Parse_pc,161208726,🖥مجتمع الکترونیک پارسه🖥, https://t.me/starsatgroup,20210731
1913,Parsa_gohari1355,154165504,Parsa.Gohari, https://t.me/starsatgroup,20210731
1914,PersepolisManUtdBarcaInter,319527201,👁‍🗨➕ఒకటి రెండు మూడు➕👁‍🗨, https://t.me/starsatgroup,20210731
1915,pejmanhaajar,891353704,pejman, https://t.me/starsatgroup,20210731
1916,Hamed_PC_EL,180214906,Hamed, https://t.me/starsatgroup,20210731
1917,M_p_dorani,72085153,Masoud, https://t.me/starsatgroup,20210731
1918,PramaH,102553496,☆▪︎☆, https://t.me/starsatgroup,20210731
1919,pejman0133,207911383,pejman, https://t.me/starsatgroup,20210731
1920,Arista2love,245857149,✴✴Shiraz✴✴, https://t.me/starsatgroup,20210731
1921,mrpk_4k,425249084,mohammadreza, https://t.me/starsatgroup,20210731
1922,paradise775462paradise,833249423,paradise, https://t.me/starsatgroup,20210701
1923,Expert_pc2020,96085289,Expert-pc, https://t.me/starsatgroup,20210731
1924,Perspolis733,45748509,Mohsen, https://t.me/starsatgroup,20210731
1925,pc_007,609362244,𝕊𝕙𝕖𝕣𝕧𝕚𝕟, https://t.me/starsatgroup,20210731
1926,PowerGYM62,298716173,★, https://t.me/starsatgroup,20210731
1927,Amin6168,472284396,Pouya, https://t.me/starsatgroup,20210731
1928,Pooryamarzi2,88109986,Poorya, https://t.me/starsatgroup,20210731
1929,pouyan_mreza,294992420,Mohammad Reza, https://t.me/starsatgroup,20210731
1930,Payam_hidden,73225081,ஜ۩۩ஜ ṕḁẏḁṃ ḧḯḓḓḙṅ ஜ۩۩ஜ, https://t.me/starsatgroup,20210724
1931,Iran_2020_1400,728730990,Pooriapc, https://t.me/starsatgroup,20210731
1932,KILLERCROST,340273081,Pezhvak, https://t.me/starsatgroup,20210731
1933,faizmpishadast,219375761,faiz, https://t.me/starsatgroup,20210731
1934,Masterccam1,577679300,Karimi, https://t.me/starsatgroup,20210731
1935,ParsaSepahan,206182526,Parsa, https://t.me/starsatgroup,20210731
1936,Saeednajafpoor,203778351,saeed, https://t.me/starsatgroup,20210731
1937,pouria_fatahi,376646026,pouria, https://t.me/starsatgroup,20210731
1938,Primiumhd,472469799,🔌RAMIN🔌, https://t.me/starsatgroup,20210731
1939,pyramideyee,593231036,Mohamad, https://t.me/starsatgroup,20210731
1940,behnamzangenehh,309034208,Behnam.Pa4x, https://t.me/starsatgroup,20210731
1941,Ps435,1064695954,Amir, https://t.me/starsatgroup,20210724
1942,mpoor9112,310956767,Mostafa, https://t.me/starsatgroup,20210731
1943,Peyman68sat,148734105,Peyman, https://t.me/starsatgroup,20210731
1944,Peymangg,191065685,Peyman, https://t.me/starsatgroup,20210731
1945,Majid_pourabdolhosein,96028317,Majid, https://t.me/starsatgroup,20210731
1946,Javadv1866,78328900,Parasto, https://t.me/starsatgroup,20210731
1947,Pak1973,270613246,P, https://t.me/starsatgroup,20210731
1948,Peyman1800,92686338,peyman, https://t.me/starsatgroup,20210731
1949,Azizpc,103145004,عزیز, https://t.me/starsatgroup,20210731
1950,amen1388,111695502,Pure Love, https://t.me/starsatgroup,20210731
1951,P322B,184109025,M, https://t.me/starsatgroup,20210731
1952,hasan_payydar456,978601996,hasan, https://t.me/starsatgroup,20210731
1953,Sohi_pr,292641653,Para, https://t.me/starsatgroup,20210731
1954,Perspoliiiisi,85092340,., https://t.me/starsatgroup,20210731
1955,a_es_p291,190902318,abbas, https://t.me/starsatgroup,20210731
1956,Rezapourtaheri,167006377,Reza, https://t.me/starsatgroup,20210731
1957,rizipizi,468019790,rizi, https://t.me/starsatgroup,20210731
1958,famiilyman,155269864,Mr_fa_de_pi💞, https://t.me/starsatgroup,20210701
1959,DRHD1,143179633,POLAT A, https://t.me/starsatgroup,20210731
1960,OmidStall0ne,1788194442,OMiD, https://t.me/starsatgroup,20210731
1961,hasannasiri102,530615290,‘°ºø•❤•.¸●▬▬๑۩۩๑ḧḁṧḁṅ ๑۩۩๑hasan.▬▬●n.¸.•❤•øº°‘, https://t.me/starsatgroup,20210731
1962,offlinepage3,476380764,MO, https://t.me/starsatgroup,20210731
1963,Oguzellari,362298921,Oğuz نصب ماهواره, https://t.me/starsatgroup,20210731
1964,Hz75320,1023839295,Omga, https://t.me/starsatgroup,20210731
1965,omid8434332,794485842,امیدelx, https://t.me/starsatgroup,20210731
1966,omidhj7,99469221,Omid HJ, https://t.me/starsatgroup,20210731
1967,OLmnop,142615800,😉m1d, https://t.me/starsatgroup,20210731
1968,O0OO000OO0O,240438960,A, https://t.me/starsatgroup,20210731
1969,overdeseo,90940367,overdose, https://t.me/starsatgroup,20210731
1970,amin_aminikia,110586619,O_o.. άრίiiɳ ..o_O, https://t.me/starsatgroup,20210731
1971,ohooabkaalbob,93204817,hrgnral, https://t.me/starsatgroup,20210731
1972,omid1981az,133113958,Omid, https://t.me/starsatgroup,20210731
1973,Omides1367,112303430,Omid, https://t.me/starsatgroup,20210731
1974,al_omari007,1137326626,Mohammad, https://t.me/starsatgroup,20210731
1975,AhmedOmiesh,545070533,Ahmed, https://t.me/starsatgroup,20210731
1976,saeedkangani,124021007,‘°ºø•❤•.¸ṧḁḙḙḓ ¸.•❤•øº°‘, https://t.me/starsatgroup,20210731
1977,Obazzzy,325811498,Obaz, https://t.me/starsatgroup,20210731
1978,Obaid_cfz,527929851,Obaid, https://t.me/starsatgroup,20210731
1979,eghbal1357,144431082,E.G.H, https://t.me/starsatgroup,20210724
1980,openfig,816013537,مهندس شه بخش, https://t.me/starsatgroup,20210724
1981,ShRahm_On,533454465,ShRahm_On, https://t.me/starsatgroup,20210731
1982,OMID835,90612431,*O.M.I.D*, https://t.me/starsatgroup,20210731
1983,Only_My_moon,1089004769,Bad_sence, https://t.me/starsatgroup,20210731
1984,Min_oo_s,125229769,minoos, https://t.me/starsatgroup,20210724
1985,Ordibehsht_71,302811835,ஜ۩۩ஜ A/\/\ ¡|2ஜ۩۩ஜ, https://t.me/starsatgroup,20210731
1986,OssamaHashim,549977259,Ossama, https://t.me/starsatgroup,20210731
1987,Saeid1312,169068495,Saeid, https://t.me/starsatgroup,20210731
1988,OmidMehrnia,89713305,Omid, https://t.me/starsatgroup,20210724
1989,mo_omyu,118967571,محمد, https://t.me/starsatgroup,20210731
1990,Gizeozil619,1066779412,=Męšűţ, https://t.me/starsatgroup,20210731
1991,onlygod112233,150855938,˙·٠•●♥️smile♥️●•٠·˙, https://t.me/starsatgroup,20210701
1992,Oazdj,448856420,O, https://t.me/starsatgroup,20210731
1993,mrrr_2000,115591536,👑 land of kings 👑, https://t.me/starsatgroup,20210731
1994,alinamanifar,177961840,omid, https://t.me/starsatgroup,20210731
1995,onlygod1363,776110921,لطفا ماسک بزنید, https://t.me/starsatgroup,20210731
1996,onlygod0936,829753208,لطفا بیرون از خانه ماسک بزنید, https://t.me/starsatgroup,20210701
1997,onlygod0903,832715213,لطفا از ماسک حتما استفاده کنید, https://t.me/starsatgroup,20210701
1998,manamkhodamm,541533792,(✿◠‿◠♥)∙∙∙∙∙·▫▫ᵒᴼᵒ ᵒᴼᵒ▫▫·∙∙∙∙∙ (♥◠‿◠✿), https://t.me/starsatgroup,20210701
1999,Online_shopper,218587717,Online Shopper, https://t.me/starsatgroup,20210731
2000,omidejavad,164529260,javad rostami, https://t.me/starsatgroup,20210724
2001,fbicop,662550107,Eye, https://t.me/starsatgroup,20210724
2002,safari21,234595846,omid, https://t.me/starsatgroup,20210701
2003,reza454554,329125308,Omido, https://t.me/starsatgroup,20210731
2004,omid_k6137,547311730,omid.k, https://t.me/starsatgroup,20210731
2005,Omid2k,420523632,omid.k, https://t.me/starsatgroup,20210731
2006,Rebaz,269027914,Rebaz, https://t.me/starsatgroup,20210731
2007,OMID_HADI,372566880,OMID, https://t.me/starsatgroup,20210731
2008,Davood0261,184044873,◔͜͡◔ ‘°ºø•❤•.¸(ḓḁṿṓṓḓ) ¸.•❤•øº°‘ ◔͜͡◔, https://t.me/starsatgroup,20210731
2009,hassanoghanian,91361711,Hassan, https://t.me/starsatgroup,20210731
